;user;username;text;ts;key
221;Gaelralis;Gaelralis;as announced last week, i ll do some extended HO starting from wednesday.;1499084354.288004;1499084354U0HLAK1T6
222;Celtheon;Celtheon;Sorry for the late announcement. I'll be absent for 3 weeks starting today. I'll do remote work on the 2nd week though.;1499072429.514724;1499072429U1RLS54MB
223;Kenning;Kenning;I might arrive slightly later in the office tomorrow as I get installed fibre at home in the morning.;1499069584.499726;1499069584U4CM3PGSH
224;Caenraenos;Caenraenos;I am at ACME from now until 1330;1499066994.691195;1499066994U035AASB8
225;Caenraenos;Caenraenos;Hey <@U27727KK8>, that works fine. Have a good weekend.;1498820508.468713;1498820508U035AASB8
226;Mamon;Mamon;<@U035B8PRU> <@U035AASB8> <@U0CNKFT0A> A little change of plans - I will come to the office on Monday instead of today. I hope you guys don't mind. ;1498819707.31623;1498819707U27727KK8
227;Galeris;Galeris;I have to be off by 17:45 today;1498812538.721025;1498812538U036SKV77
228;Balaemar;Balaemar;me too. leaving between 4 and no later than 4:30;1498805938.369123;1498805938U035FRUCY
229;Eliar;Eliar;I'll have to leave around 4 today;1498801127.756335;1498801127U0A8NPHRD
230;Myke;Myke;I'll be taking a few days off till mid next week - and i'll be disconnected.;1498751778.3140562;1498751778U0MGNKETU
231;Furrow;Furrow;I have a day off tomorrow.;1498747806.5579;1498747806U3V31A9M0
232;Barler;Barler;I would like to do home office tomorrow and will be aways quite early (15:00);1498746953.1934464;1498746953U3LNBFS85
233;Darnor;Darnor;I'll work remotely tomorrow and maybe not be reachable all the time.;1498738526.2716188;1498738526U1D7Q9J8M
234;Galeris;Galeris;I have a dentist appointment tomorrow morning at 7:00 - should be un the office by 8:45 unless that takes longer than expected;1498723654.8665788;1498723654U036SKV77
235;Vaerys;Vaerys;Back, took longer than expected at the Kreisburo;1498722684.645023;1498722684U0PLNK7EK
236;Myke;Myke;I'll be about 10 min delayed. Got on the wrong platform this morning ;1498718596.87901;1498718596U0MGNKETU
237;Vaerys;Vaerys;As announced earlier I am in HO today. Going to the doctor now, and will then go to the kreisburo. Will update as soon as I reach home. ;1498714935.40175;1498714935U0PLNK7EK
238;Torerne;Torerne;<@U3LNBFS85> and I are @ Shopishop this morning;1498712427.1320062;1498712427U035FRZHY
239;Balaemar;Balaemar;as announced I am in HO today;1498711792.065448;1498711792U035FRUCY
240;Ragaenys;Ragaenys;will arrive a bit later tomorrow as I will go to the city stadt to start the permit for my family;1498669178.185458;1498669178U4A2FRAQ4
241;Celtheon;Celtheon;I'll have to leave today at 17:00.;1498658289.614197;1498658289U1RLS54MB
242;Baegar;Baegar;i don't feel well. i will be in the HO.;1498651290.50647;1498651290U035J4RG4
243;Caenraenos;Caenraenos;Apologies, it seems my availability message didn’t get sent today morning: I was at ACME all morning, and will now be heading to the library in Zürich to work. In the afternoon, I have a meeting with nalah and Mario at ACME.;1498647569.766724;1498647569U035AASB8
244;Balaemar;Balaemar;I will be in HO tomorrow to focus on ACME CR-90;1498634145.732455;1498634145U035FRUCY
245;Baegar;Baegar;Tomorrow and on Friday I will have two days off.;1498633312.583548;1498633312U035J4RG4
246;Baegar;Baegar;I need to leave at 17:30.;1498633186.5584538;1498633186U035J4RG4
247;Overton;Overton;I will be in HO tomorrow.;1498632424.438653;1498632424U0PSDKXHR
248;Furrow;Furrow;Missed trainconnection. Have to take a slower train and will be in the office in around an hour. But working and available now.;1498631806.3482552;1498631806U3V31A9M0
249;Gaelralis;Gaelralis;next week, i will do some HO from wednesday till friday.;1498631565.314925;1498631565U0HLAK1T6
250;Joragni;Joragni;By exception, I'm present today, my usual weekday off.;1498629040.988341;1498629040U0K4J0613
251;Vaerys;Vaerys;I need to do HO on Thursday. I have a doctor’s appointment in the morning and then I have to go to the Kreisburo with my wife;1498572746.439892;1498572746U0PLNK7EK
252;Baegar;Baegar;Today i need to leave at 18:00 latest.;1498572173.206383;1498572173U035J4RG4
253;Furrow;Furrow;Because my roomate forgot his keys I’ll leave at 16.37 and continue working in the train till 6 o’clock.;1498572130.187792;1498572130U3V31A9M0
254;Baegar;Baegar;I'm now in HO.;1498486526.755086;1498486526U035J4RG4
255;Gaelralis;Gaelralis;it is now <#C5ZHYJ5KP|Castor-dreamliner>;1498485249.267145;1498485249U0HLAK1T6
256;Gaelralis;Gaelralis;done on <#C5ZHYJ5KP|Castor-ops> (instead of <#C15L3SEAJ|availability> :wink: );1498484866.132934;1498484866U0HLAK1T6
257;Caenraenos;Caenraenos;Please let me know of any updates, thx! :slightly_smiling_face:;1498483444.6515286;1498483444U035AASB8
258;Myke;Myke;I might have limited activity for today and tomorrow. Feeling dizzy now after injections. Might do HO tomorrow depending on the side effects.;1498469289.603911;1498469289U0MGNKETU
259;Jaereron;Jaereron;sure .. I would be very happy if he also could join the discussion .. when he has time;1498463344.311802;1498463344U035G5WMS
260;Tareneos;Tareneos;captain: sure <@U0HLAK1T6> is asking also;1498463218.288892;1498463218U4C4ZJYNS
261;Jaereron;Jaereron;<@U4C4ZJYNS> Hi Darragh .. can we have a quick sync because of the skyliner replacement when you are here? (with <@U1RLS54MB>);1498463037.255619;1498463037U035G5WMS
262;Tareneos;Tareneos;Hi, i'm in the office after 10.30am,;1498461799.042944;1498461799U4C4ZJYNS
263;Myke;Myke;I have a doc appointment and will be away for an hours or so;1498461146.939769;1498461146U0MGNKETU
264;Balaemar;Balaemar;Today I am leaving at 4:30 for some errands;1498454446.204142;1498454446U035FRUCY
265;Olmomir;Olmomir;Back in Winterthur. Tomorrow will be in office :slightly_smiling_face:;1498400990.726318;1498400990U0CN3AKDL
266;Braddock;Braddock;As announced before, next week I work in Paris. ;1498235246.429285;1498235246U0CNKFT0A
267;Myke;Myke;i'll do HO on monday. Rescheduled my doctor appointment on monday morning.;1498231840.174978;1498231840U0MGNKETU
268;Gonaleos;Gonaleos;I will probably leave between 15:00 and 16:00 today;1498212347.888944;1498212347U3W886EF4
269;Caenraenos;Caenraenos;I will be leaving a little earlier today: 16:00;1498208988.128744;1498208988U035AASB8
270;Darnor;Darnor;i'll be out of office from 11:30 due to a meeting with MoonInc and back in the office afterwards;1498203688.9887981;1498203688U1D7Q9J8M
271;Kenning;Kenning;Overslept, will arrive at 9:30;1498201112.55475;1498201112U4CM3PGSH
272;Ragaenys;Ragaenys;(before 10 I hope as they open at 9);1498150460.88247;1498150460U4A2FRAQ4
273;Ragaenys;Ragaenys;tomorrow I will arrive a little bit later as I have to get some bank codes from the post office;1498150440.875499;1498150440U4A2FRAQ4
274;Malaegor;Malaegor;tomorrow i will not be in the office and will have limited access to the internet after 11:00;1498143893.223546;1498143893U2D54KATU
275;Kenning;Kenning;Tomorrow I will leave at 16:30 for a treatment at the dentist.;1498143084.863321;1498143084U4CM3PGSH
276;Darnor;Darnor;Today i'll leave at about 5pm;1498141365.125858;1498141365U1D7Q9J8M
277;Brarald;Brarald;will be at 10 @ office;1498115160.431493;1498115160U4U5QNWTZ
278;Kenning;Kenning;Due to some errands I will be slightly late today;1498113558.167427;1498113558U4CM3PGSH
279;Jaereron;Jaereron;Oh no .. gueti besserig;1498113382.142217;1498113382U035G5WMS
280;Gaelralis;Gaelralis;thx :smiley:;1498111586.89358;1498111586U0HLAK1T6
281;Barler;Barler;heracles: Gueti Besserig!:tea:;1498110678.778333;1498110678U3LNBFS85
282;Gaelralis;Gaelralis;i definitively got a stomach flu :mask:. and will do HOme today. i will later to quickly fetch my stuff for the weekend. ;1498110438.750638;1498110438U0HLAK1T6
283;Myke;Myke;I will be late today around 10. Did some last minute changes till 1am last night and it was too hot I couldn't sleep. Missed my train.;1498109362.631489;1498109362U0MGNKETU
284;Furrow;Furrow;Tomorrow I'll do some HO.;1498056842.3399801;1498056842U3V31A9M0
285;Overton;Overton;Tomorrow I will have to leave at 16:00 because of an appointment with my professor at the university.;1498048681.2836866;1498048681U0PSDKXHR
286;Myke;Myke;i'm out for late lunch and dropping by post office to send my crimial records form. will be back in 1h;1498045761.580112;1498045761U0MGNKETU
287;Gaelralis;Gaelralis;i do not feel so well (well my stomach does not). i go home and will be back in the afternoon.;1498035465.230968;1498035465U0HLAK1T6
288;Barler;Barler;I am away until 0915, I need to go to the postoffice.;1498027597.498855;1498027597U3LNBFS85
289;Caenraenos;Caenraenos;I am in Lucerne talking with Peax today morning (Castor related);1498023530.9497151;1498023530U035AASB8
290;Maehagar;Maehagar;I will come at 10 today, - my gf doesn't feel well;1498023277.921416;1498023277U278DLL2D
291;Kenning;Kenning;I will be at ACME tomorrow afternoon with Ramon;1497976020.918712;1497976020U4CM3PGSH
292;Tareneos;Tareneos;Heading home to watch the kids, online later c.a 21:00;1497971972.228677;1497971972U4C4ZJYNS
293;Myke;Myke;I'll do HO tomorrow);1497971497.023757;1497971497U0MGNKETU
294;Mamon;Mamon;I need to run some errands this morning. I will be in the office around 12 noon. ;1497944268.1897779;1497944268U27727KK8
295;Myke;Myke;I'll be in the office around 11. Trouble sleeping last night and alarm wasn't set. Be working on the train.;1497939660.381289;1497939660U0MGNKETU
296;Barler;Barler;I would like to do home office tomorrow.;1497935265.8657188;1497935265U3LNBFS85
297;Darnor;Darnor;i'll be in HO tomorrow morning;1497877940.9377651;1497877940U1D7Q9J8M
298;Torerne;Torerne;I am @Shopishop tomorrow morning / back in the office by 11am;1497877854.911446;1497877854U035FRZHY
299;Tareneos;Tareneos;I'm going to take longer, kids are super emotional with me being only 4days away, in the office at 15:00;1497873981.917314;1497873981U4C4ZJYNS
300;Tareneos;Tareneos;I'm offline now until 14:00 until my flight gets into Zurich;1497854867.828945;1497854867U4C4ZJYNS
301;Furrow;Furrow;I'll be at Pollux today morning. I'll be at the office in the afternoon.;1497847520.012949;1497847520U3V31A9M0
302;Overton;Overton;The upcoming week I'm not in the office on Monday and Friday.;1497801669.901985;1497801669U0PSDKXHR
303;Braddock;Braddock;I will be at the SI SE conference about Artificial Intelligence at ETH on Monday and Tuesday. On Tuesday I present a keynote on the topic _Variational AutoEncoder Generative Adversarial Networks_. <http://si-se.ch>;1497789985.3092039;1497789985U0CNKFT0A
304;Malaegor;Malaegor;I will need to take a day off next friday, but can stay longer the other days to compensate and complete my tasks on MoonInc;1497624473.045475;1497624473U2D54KATU
305;Gonaleos;Gonaleos;HO for me on Tuesday, our furnitures from Hungary supposed to arrive that day;1497624029.877438;1497624029U3W886EF4
306;Kenning;Kenning;As announced I will be away from now on.;1497610620.401844;1497610620U4CM3PGSH
307;Caenraenos;Caenraenos;Mostly off the next two hours, 0774367755 for urgencies;1497600760.307302;1497600760U035AASB8
308;Caenraenos;Caenraenos;Hey there, given my wife’s health today morning I need to work from home another day. Thanks to grandma support, I will be able to attend the MomoLtd meetup in Zurich this afternoon;1497594788.272351;1497594788U035AASB8
309;Furrow;Furrow;Tomorrow I’ll attend a workshop in zurich and I’ll not come to the office the whole day.;1497539641.943207;1497539641U3V31A9M0
310;Kenning;Kenning;As announced, I will spend the rest of the day in HO. Tomorrow afternoon, Fisher and me will be at MomoLtd in Zurich. Afterward, I will spent the rest of the day (if there is any) in HO as well.;1497539121.733312;1497539121U4CM3PGSH
311;Caenraenos;Caenraenos;Quick update: my meetings from 16-1800 have been moved, so I won’t be coming to the office anymore.;1497531787.087141;1497531787U035AASB8
312;Jaereron;Jaereron;To make some progress on the follows feature, I will stay tomorrow exceptionally  at my HomeOffice, so I can save some travel time.;1497526004.8565881;1497526004U035G5WMS
313;Myke;Myke;I'll be about 10 min late. Connection delayed a bit ;1497509351.50243;1497509351U0MGNKETU
314;Maehagar;Maehagar;"I will be late for the daily, as the 12u 19"" rack cabinet that came in the mail today was a tiny bit heavier than I expected :dizzy_face: ";1497507546.261606;1497507546U278DLL2D
315;Torerne;Torerne;Tomorrow, Friday, I have a day off.;1497503448.807503;1497503448U035FRZHY
316;Caenraenos;Caenraenos;My wife is quite sick, and I will do part home office part off-time to take care of the kids tomorrow. Receiving support from grandma, so will be in the office from 1600-1745 for some meetings.;1497470902.217036;1497470902U035AASB8
317;Kenning;Kenning;I have a dentist appointment tomorrow at 17:15 and won't be available for at least an hour.;1497458804.825839;1497458804U4CM3PGSH
318;Myke;Myke;i'll be off for an hour now and back to researching autofill issue in the evening. got some errands to run.;1497450584.479991;1497450584U0MGNKETU
319;Styrund;Styrund;due to a massive headache i can’t continue work this afternoon. I hope tomorrow all will be good again.;1497448518.639026;1497448518U036U40UC
320;Furrow;Furrow;I'm offline now for around 1 hour.;1497446626.956482;1497446626U3V31A9M0
321;Caenraenos;Caenraenos;Hey there, need to suddenly leave because my wife is experiencing strong throat pain and needs to see a doctor. I will take care of the kids, but remain available as much as possible.;1497442116.696353;1497442116U035AASB8
322;Braddock;Braddock;Tomorrow morning I go to the hospital for part III of the kinetic test for the knee. I expect to arrive at the office between 9:30 and 10:00.;1497433043.762801;1497433043U0CNKFT0A
323;Galeris;Galeris;I have a doctors appointment today at 13:00 - I should hopefully be back by 14:00;1497422750.461633;1497422750U036SKV77
324;Celtheon;Celtheon;Sorry I'm late for the daily. :(;1497422558.431912;1497422558U1RLS54MB
325;Joragni;Joragni;As I mentioned yesterday, as arranged in advance with R2D2, I'm doing home office today instead of taking the day off. I will only be reachable via Slack. The automatic E-Mail response indicating absence is active.;1497418724.932324;1497418724U0K4J0613
326;Myke;Myke;I'll be doing HO tomorrow;1497366046.945459;1497366046U0MGNKETU
327;Furrow;Furrow;Due to a appointment with my neurologist tomorrow afternoon I’ll do HO tomorrow. I’ll not be available from 15.00 till 16.15.;1497346766.4634721;1497346766U3V31A9M0
328;Joragni;Joragni;Tomorrow, on my usual weekday off, I'll be doing home office instead , as arranged with R2D2. I will only be reachable via Slack. The automatic E-Mail response indicating absence will be active.;1497342273.350843;1497342273U0K4J0613
329;Mamon;Mamon;I will be in the office at 10am. ;1497337857.4057178;1497337857U27727KK8
330;Joragni;Joragni;As I mentioned yesterday,  I'll be departing the office at 15:30 in order to join nalah and Fisher at an event at ACME.;1497334240.84796;1497334240U0K4J0613
331;Tareneos;Tareneos;Away for 30mins, grab a late lunch;1497272744.40195;1497272744U4C4ZJYNS
332;Joragni;Joragni;Tomorrow, I'll be departing the office at 15:30 in order to join nalah and Fisher at an event at ACME;1497259940.689501;1497259940U0K4J0613
