;user;class;text;ts;key
172;Balaemar;3;For that reason i will be in HO tomorrow focus on BN CR-205;1499696435.077939;1499696435U035FRUCY
173;Baegar;3;On Wednesday I will presumably be in HO.;1499683211.777909;1499683211U035J4RG4
174;Baegar;1;Today I need to leave at 17:15.;1499683122.751938;1499683122U035J4RG4
175;Darnor;6;Zoltan I are at Jelmoli this afternoon;1499682037.422573;1499682037U1D7Q9J8M
176;Olmomir;8;I had a quick talk with Mario;1499681183.1469018;1499681183U0CN3AKDL
176;Olmomir;3;will continue working from HO today after lunch.;1499681183.1469018;1499681183U0CN3AKDL
176;Olmomir;8;I will be focusing on SPS.;1499681183.1469018;1499681183U0CN3AKDL
177;Galeris;4;I have a doctors appointment at 11:30 so I’ll need to leave at around 11:10;1499668560.153891;1499668560U036SKV77
177;Galeris;7;will be back again by 13:00;1499668560.153891;1499668560U036SKV77
178;Celtheon;3;I'll work remotely this week working on two tasks: 1) setting up Logstash + Kibana  for Spectra 2) tag navigation improvements;1499663317.30181;1499663317U1RLS54MB
179;Furrow;1;To work on the train I’ll leave in around 15 minutes.;1499438536.801449;1499438536U3V31A9M0
180;Maehagar;5;My GF feels ill;1499437938.463718;1499437938U278DLL2D
180;Maehagar;1;gotta leave half an hour earlier;1499437938.463718;1499437938U278DLL2D
181;Galeris;8;as mentioned yesterday;1499435871.3105366;1499435871U036SKV77
181;Galeris;4;i'm off to the dentist now;1499435871.3105366;1499435871U036SKV77
182;Ragaenys;1;I will try to have a fast lunch at 12 today so I can leave at 14 to see an apartment turn back again;1499422284.6311474;1499422284U4A2FRAQ4
183;Celtaris;8;As announced yesterday;1499408352.48374;1499408352U2Q4H6S4E
183;Celtaris;3;I am in HO.;1499408352.48374;1499408352U2Q4H6S4E
184;Joragni;2;I'll be taking this afternnon off.;1499407400.31649;1499407400U0K4J0613
184;Joragni;1;I'll be leaving no later than 12:20.;1499407400.31649;1499407400U0K4J0613
185;Vaerys;8;Same here :slightly_smiling_face:;1499406166.1200721;1499406166U0PLNK7EK
186;Galeris;3;as announced yesterday i'm in home office today;1499404457.868159;1499404457U036SKV77
187;Galeris;3;as discussed with Darnor i'll be in homeoffice tomorrow;1499373100.369593;1499373100U036SKV77
187;Galeris;4;also i'll be offline after 16:00 due to a dentist appointment;1499373100.369593;1499373100U036SKV77
188;Myke;3;"I'll do HO tomorrow for GTM self-training &amp; spec review";1499352896.271856;1499352896U0MGNKETU
189;Baegar;2;Tomorrow I will take a day off.;1499327878.273766;1499327878U035J4RG4
190;Celtaris;3;I will be in HO tomorrow work on BN implementing Occasionskampagne to 13.1);1499325920.680168;1499325920U2Q4H6S4E
190;Celtaris;2;I will be off on Monday 90% pensum);1499325920.680168;1499325920U2Q4H6S4E
191;Eliar;4;Due to physiotherapy I'll have to leave earlier today.;1499324934.412962;1499324934U0A8NPHRD
192;Caenraenos;6;At ZBK with <@U035B8PRU> today morning at BANK-now with <@U035J4RG4> in the afternoon as announced above.;1499322823.9154599;1499322823U035AASB8
193;Baegar;8;Stanlerk: I already have one on the terrasse...:wink:;1499268274.143385;1499268274U035J4RG4
194;Kenning;8;We should rent an office there...;1499268057.0110002;1499268057U4CM3PGSH
195;Baegar;8;As already announced: <@U035AASB8>;1499267981.964343;1499267981U035J4RG4
195;Baegar;6;I will be in Horgen again tomorrow afternoon.;1499267981.964343;1499267981U035J4RG4
196;Kenning;3;I will be at BANK-now tomorrow afternoon in HO afterwards;1499267834.87638;1499267834U4CM3PGSH
197;Galeris;4;I have another doctors appointment tomorrow morning at 8:30 - should be short;1499264431.793626;1499264431U036SKV77
197;Galeris;1;I’ll probably be late for the daily;1499264431.793626;1499264431U036SKV77
198;Tareneos;1;FYI: i need to be offline from now until after 22:00;1499258430.7484071;1499258430U4C4ZJYNS
199;Vaerys;3;I will be in HO on Friday.;1499248976.841665;1499248976U0PLNK7EK
199;Vaerys;8;Need to go to the MigrationCaenraenost with the wife.;1499248976.841665;1499248976U0PLNK7EK
200;Brarald;1;I will be at the office in 30 min.;1499239283.45982;1499239283U4U5QNWTZ
201;Myke;1;I'll be at the office around noon.;1499235749.6415381;1499235749U0MGNKETU
201;Myke;8;I need to pick up some urgent document from the local office.;1499235749.6415381;1499235749U0MGNKETU
202;Gaelralis;8;as announced on monday;1499233135.2163901;1499233135U0HLAK1T6
202;Gaelralis;3;i am in HO;1499233135.2163901;1499233135U0HLAK1T6
203;Braddock;3;I do HO in the morning.;1499232379.109324;1499232379U0CNKFT0A
203;Braddock;8;We are expecting a phone call from the real estate agent around 12:00-13:00.;1499232379.109324;1499232379U0CNKFT0A
203;Braddock;7;I come to the office after the call.;1499232379.109324;1499232379U0CNKFT0A
203;Braddock;8;Sorry for the late announcement.;1499232379.109324;1499232379U0CNKFT0A
204;Balaemar;3;I will be in HO tomorrow;1499231560.998475;1499231560U035FRUCY
205;Caenraenos;6;I am at BANK-now today all day).;1499224049.0214891;1499224049U035AASB8
206;Galeris;4;I have a doctors appointment tomorrow at 8am - so might not make it for the daily depending how long that takes;1499178183.198333;1499178183U036SKV77
207;Celtaris;3;I will be in HO tomorrow afternoon on Friday afternoon.;1499178122.176637;1499178122U2Q4H6S4E
208;Baegar;6;<@U035AASB8> I will be in Horgen Tomorrow for the whole day.;1499176819.703406;1499176819U035J4RG4
208;Baegar;6;We will also be in Horgen on Thursday afternoon.;1499176819.703406;1499176819U035J4RG4
209;Torerne;7;I am back from all the meetings;1499176755.677383;1499176755U035FRZHY
209;Torerne;3;working from home now.;1499176755.677383;1499176755U035FRZHY
210;Brarald;5;Unfortunately I stay at home;1499171300.76912;1499171300U4U5QNWTZ
210;Brarald;5;I don't feel good.;1499171300.76912;1499171300U4U5QNWTZ
210;Brarald;8;Hope to see you tomorrow!;1499171300.76912;1499171300U4U5QNWTZ
210;Brarald;8;:raising_hand:;1499171300.76912;1499171300U4U5QNWTZ
211;Caenraenos;8;Snoozing Slack because my work is critical right now.;1499156424.940486;1499156424U035AASB8
211;Caenraenos;8;077 436 77 55 for emergencies.;1499156424.940486;1499156424U035AASB8
212;Brarald;1;Will be at 11 in the office;1499151515.429616;1499151515U4U5QNWTZ
213;Overton;1;I will have to leave at 16:30 today because I have to let in the plumber at home.;1499151382.397425;1499151382U0PSDKXHR
213;Overton;3;I will finish up some work from there.;1499151382.397425;1499151382U0PSDKXHR
214;Galeris;3;as announced yesterday i'm in homeoffice today;1499149466.977784;1499149466U036SKV77
215;Caenraenos;3;Late I know: I will do home office tomorrow to finally get the technical specification of myBANK-now into a first draft state.;1499110868.8505962;1499110868U035AASB8
215;Caenraenos;8;Thank you for only contacting me when absolutely necessary :slightly_smiling_face:;1499110868.8505962;1499110868U035AASB8
216;Torerne;6;<@U035B8PRU> I are at amag jobchannel tomorrow therefore not in the office most of the day;1499109929.612577;1499109929U035FRZHY
217;Galeris;5;Unless my foot gets better overnight;1499092740.714625;1499092740U036SKV77
217;Galeris;3;i’ll also be in homeoffice tomorrow;1499092740.714625;1499092740U036SKV77
217;Galeris;8;cleared with Mario);1499092740.714625;1499092740U036SKV77
218;Barler;3;I would like to do home office tomorrow.;1499092154.448169;1499092154U3LNBFS85
219;Tareneos;7;FYI: I'll be here all this week except Wednesday possible only in the morning;1499091693.238916;1499091693U4C4ZJYNS
220;Darnor;7;"i'll be at ""Therefore"" tomorrow morning back in the office in the afternoon.";1499086116.884551;1499086116U1D7Q9J8M
220;Darnor;8;(not available by phone from 11:30 to 13:00 due to iphone repair just slack);1499086116.884551;1499086116U1D7Q9J8M
221;Gaelralis;8;as announced last week;1499084354.288004;1499084354U0HLAK1T6
221;Gaelralis;3;i ll do some extended HO starting from wednesday.;1499084354.288004;1499084354U0HLAK1T6
222;Celtheon;8;Sorry for the late announcement.;1499072429.514724;1499072429U1RLS54MB
222;Celtheon;2;I'll be absent for 3 weeks starting today.;1499072429.514724;1499072429U1RLS54MB
222;Celtheon;3;I'll do remote work on the 2nd week though.;1499072429.514724;1499072429U1RLS54MB
223;Kenning;1;I might arrive slightly later in the office tomorrow as I get installed fibre at home in the morning.;1499069584.499726;1499069584U4CM3PGSH
224;Caenraenos;6;I am at BANK-now from now until 1330;1499066994.691195;1499066994U035AASB8
225;Caenraenos;8;Hey <@U27727KK8> that works fine.;1498820508.468713;1498820508U035AASB8
225;Caenraenos;8;Have a good weekend.;1498820508.468713;1498820508U035AASB8
226;Mamon;7;<@U035B8PRU> <@U035AASB8> <@U0CNKFT0A> A little change of plans - I will come to the office on Monday instead of today.;1498819707.31623;1498819707U27727KK8
226;Mamon;8;I hope you guys don't mind.;1498819707.31623;1498819707U27727KK8
227;Galeris;1;I have to be off by 17:45 today;1498812538.721025;1498812538U036SKV77
228;Balaemar;8;me too.;1498805938.369123;1498805938U035FRUCY
228;Balaemar;1;leaving between 4 no later than 4:30;1498805938.369123;1498805938U035FRUCY
229;Eliar;1;I'll have to leave around 4 today;1498801127.756335;1498801127U0A8NPHRD
230;Myke;2;I'll be taking a few days off till mid next week -;1498751778.3140562;1498751778U0MGNKETU
230;Myke;2;i'll be disconnected.;1498751778.3140562;1498751778U0MGNKETU
231;Furrow;2;I have a day off tomorrow.;1498747806.5579;1498747806U3V31A9M0
232;Barler;3;I would like to do home office tomorrow;1498746953.1934464;1498746953U3LNBFS85
232;Barler;1;will be aways quite early 15:00);1498746953.1934464;1498746953U3LNBFS85
233;Darnor;3;I'll work remotely tomorrow;1498738526.2716188;1498738526U1D7Q9J8M
233;Darnor;8;maybe not be reachable all the time.;1498738526.2716188;1498738526U1D7Q9J8M
234;Galeris;4;I have a dentist appointment tomorrow morning at 7:00 - should be un the office by 8:45 unless that takes longer than expected;1498723654.8665788;1498723654U036SKV77
235;Vaerys;1;Back took longer than expected at the Kreisburo;1498722684.645023;1498722684U0PLNK7EK
236;Myke;1;I'll be about 10 min delayed.;1498718596.87901;1498718596U0MGNKETU
236;Myke;8;Got on the wrong platform this morning;1498718596.87901;1498718596U0MGNKETU
237;Vaerys;3;As announced earlier I am in HO today.;1498714935.40175;1498714935U0PLNK7EK
237;Vaerys;4;Going to the doctor now;1498714935.40175;1498714935U0PLNK7EK
237;Vaerys;8;will then go to the kreisburo.;1498714935.40175;1498714935U0PLNK7EK
237;Vaerys;8;Will update as soon as I reach home.;1498714935.40175;1498714935U0PLNK7EK
238;Torerne;6;<@U3LNBFS85> I are @ AMAG this morning;1498712427.1320062;1498712427U035FRZHY
239;Balaemar;3;as announced I am in HO today;1498711792.065448;1498711792U035FRUCY
240;Ragaenys;1;will arrive a bit later tomorrow as I will go to the city stadt to start the permit for my family;1498669178.185458;1498669178U4A2FRAQ4
241;Celtheon;1;I'll have to leave today at 17:00.;1498658289.614197;1498658289U1RLS54MB
242;Baegar;5;i don't feel well.;1498651290.50647;1498651290U035J4RG4
242;Baegar;3;i will be in the HO.;1498651290.50647;1498651290U035J4RG4
243;Caenraenos;6;Apologies it seems my availability message didn’t get sent today morning: I was at BANK-now all morning;1498647569.766724;1498647569U035AASB8
243;Caenraenos;6;will now be heading to the library in Zürich to work.;1498647569.766724;1498647569U035AASB8
243;Caenraenos;6;In the afternoon I have a meeting with Christian Mario at Holcim.;1498647569.766724;1498647569U035AASB8
244;Balaemar;3;I will be in HO tomorrow to focus on BN CR-90;1498634145.732455;1498634145U035FRUCY
245;Baegar;2;Tomorrow on Friday I will have two days off.;1498633312.583548;1498633312U035J4RG4
246;Baegar;1;I need to leave at 17:30.;1498633186.5584538;1498633186U035J4RG4
247;Overton;3;I will be in HO tomorrow.;1498632424.438653;1498632424U0PSDKXHR
248;Furrow;1;Missed trainconnection.;1498631806.3482552;1498631806U3V31A9M0
248;Furrow;1;Have to take a slower train;1498631806.3482552;1498631806U3V31A9M0
248;Furrow;1;will be in the office in around an hour.;1498631806.3482552;1498631806U3V31A9M0
248;Furrow;3;But working available now.;1498631806.3482552;1498631806U3V31A9M0
249;Gaelralis;3;next week i will do some HO from wednesday till friday.;1498631565.314925;1498631565U0HLAK1T6
250;Joragni;7;By exception I'm present today my usual weekday off.;1498629040.988341;1498629040U0K4J0613
251;Vaerys;3;I need to do HO on Thursday.;1498572746.439892;1498572746U0PLNK7EK
251;Vaerys;4;I have a doctor’s appointment in the morning;1498572746.439892;1498572746U0PLNK7EK
251;Vaerys;8;then I have to go to the Kreisburo with my wife;1498572746.439892;1498572746U0PLNK7EK
252;Baegar;1;Today i need to leave at 18:00 latest.;1498572173.206383;1498572173U035J4RG4
253;Furrow;1;Because my roomate forgot his keys I’ll leave at 16.37;1498572130.187792;1498572130U3V31A9M0
253;Furrow;1;continue working in the train till 6 o’clock.;1498572130.187792;1498572130U3V31A9M0
254;Baegar;3;I'm now in HO.;1498486526.755086;1498486526U035J4RG4
255;Gaelralis;8;it is now <#C5ZHYJ5KP|spectra-dreamliner>;1498485249.267145;1498485249U0HLAK1T6
256;Gaelralis;8;done on <#C5ZHYJ5KP|spectra-ops> instead of <#C15L3SEAJ|availability> :wink: );1498484866.132934;1498484866U0HLAK1T6
257;Caenraenos;8;Please let me know of any updates thx!;1498483444.6515286;1498483444U035AASB8
257;Caenraenos;8;:slightly_smiling_face:;1498483444.6515286;1498483444U035AASB8
258;Myke;5;I might have limited activity for today tomorrow.;1498469289.603911;1498469289U0MGNKETU
258;Myke;5;Feeling dizzy now after injections.;1498469289.603911;1498469289U0MGNKETU
258;Myke;3;Might do HO tomorrow depending on the side effects.;1498469289.603911;1498469289U0MGNKETU
259;Jaereron;8;sure ..;1498463344.311802;1498463344U035G5WMS
259;Jaereron;8;I would be very happy if he also could join the discussion .. when he has time;1498463344.311802;1498463344U035G5WMS
260;Tareneos;8;Jaereron: sure <@U0HLAK1T6> is asking also;1498463218.288892;1498463218U4C4ZJYNS
261;Jaereron;8;<@U4C4ZJYNS> Hi Darragh .. can we have a quick sync because of the skyliner replacement when you are here?;1498463037.255619;1498463037U035G5WMS
261;Jaereron;8;(with <@U1RLS54MB>);1498463037.255619;1498463037U035G5WMS
262;Tareneos;1;Hi i'm in the office after 10.30am;1498461799.042944;1498461799U4C4ZJYNS
263;Myke;4;I have a doc appointment;1498461146.939769;1498461146U0MGNKETU
263;Myke;1;will be away for an hours so;1498461146.939769;1498461146U0MGNKETU
264;Balaemar;1;Today I am leaving at 4:30 for some errands;1498454446.204142;1498454446U035FRUCY
265;Olmomir;7;Back in Winterthur.;1498400990.726318;1498400990U0CN3AKDL
265;Olmomir;7;Tomorrow will be in office :slightly_smiling_face:;1498400990.726318;1498400990U0CN3AKDL
266;Braddock;8;As announced before;1498235246.429285;1498235246U0CNKFT0A
266;Braddock;3;next week I work in Paris.;1498235246.429285;1498235246U0CNKFT0A
267;Myke;3;i'll do HO on monday.;1498231840.174978;1498231840U0MGNKETU
267;Myke;4;Rescheduled my doctor appointment on monday morning.;1498231840.174978;1498231840U0MGNKETU
268;Gonaleos;1;I will probably leave between 15:00 16:00 today;1498212347.888944;1498212347U3W886EF4
269;Caenraenos;1;I will be leaving a little earlier today: 16:00;1498208988.128744;1498208988U035AASB8
270;Darnor;6;i'll be out of office from 11:30 due to a meeting with SPS back in the office afterwards;1498203688.9887981;1498203688U1D7Q9J8M
271;Kenning;1;Overslept will arrive at 9:30;1498201112.55475;1498201112U4CM3PGSH
272;Ragaenys;1;(before 10 I hope as they open at 9);1498150460.88247;1498150460U4A2FRAQ4
273;Ragaenys;1;tomorrow I will arrive a little bit later as I have to get some bank codes from the post office;1498150440.875499;1498150440U4A2FRAQ4
274;Malaegor;1;tomorrow i will not be in the office;1498143893.223546;1498143893U2D54KATU
274;Malaegor;1;will have limited access to the internet after 11:00;1498143893.223546;1498143893U2D54KATU
275;Kenning;4;Tomorrow I will leave at 16:30 for a treatment at the dentist.;1498143084.863321;1498143084U4CM3PGSH
276;Darnor;1;Today i'll leave at about 5pm;1498141365.125858;1498141365U1D7Q9J8M
277;Brarald;1;will be at 10 @ office;1498115160.431493;1498115160U4U5QNWTZ
278;Kenning;1;Due to some errands I will be slightly late today;1498113558.167427;1498113558U4CM3PGSH
279;Jaereron;8;Oh no .. gueti besserig;1498113382.142217;1498113382U035G5WMS
280;Gaelralis;8;thx :smiley:;1498111586.89358;1498111586U0HLAK1T6
281;Barler;8;Gaelralis: Gueti Besserig!;1498110678.778333;1498110678U3LNBFS85
281;Barler;8;:tea:;1498110678.778333;1498110678U3LNBFS85
282;Gaelralis;5;i definitively got a stomach flu :mask:.;1498110438.750638;1498110438U0HLAK1T6
282;Gaelralis;5;and will stay home today.;1498110438.750638;1498110438U0HLAK1T6
282;Gaelralis;8;i will later to quickly fetch my stuff for the weekend.;1498110438.750638;1498110438U0HLAK1T6
283;Myke;1;I will be late today around 10.;1498109362.631489;1498109362U0MGNKETU
283;Myke;8;Did some last minute changes till 1am last night;1498109362.631489;1498109362U0MGNKETU
